TEXT,processed_text,SENTIMENT
"It's been over 2 years since I've been here. If there aren't any Umrah pilgrims, it feels a bit lonely...",2 year since ive arent umrah pilgrim feel bit lonely,Negative
"You have to walk a lot; everything is very far away. Also, some of the staff aren't friendly, unfortunately. On the other hand, there are exactly two places to lie down and rest outside Terminal 2, and they don't let you in until six hours before your flight. The positive thing is that the temperature is pleasant and it's clean; the staff is generally efficient and quick.",walk lot everything far away also staff arent friendly unfortunately hand exactly two place lie rest outside terminal 2 dont let six hour flight positive thing temperature pleasant clean staff generally efficient quick,Negative
"Worst new terminal ever, no signs every body got lost you need to take the bus to go from gate a to gate G, no smoking area, staff are all very lazy, all flight delayed because of poor logistic . Very disappointing it was better before",worst new terminal ever sign every body get lose need take bus go gate gate g smoke area staff lazy flight delay poor logistic disappoint well,Negative
Worst airport ever. Fix the train! This place is an embarrassment,bad airport ever fix train place embarrassment,Negative
"The organization is good, in departure mode, although there are few travelers. However, it's dirty and somewhat rundown. The restrooms are okay. Lack of modernity compared to the modernism displayed in downtown Kuala Lumpur. Needs interior design. I didn't expect it to be like Singapore airport, but better nonetheless. In arrival mode, it's indeed confusing where's the luggage??? And if you're arriving from a two-hour flight and have a jet lag, it's very complicated. Nothing or very little is written. The taxis are all waiting to take you and charge you 30 to get to the center; I'm surprised they pay that much. In fact, I paid 17 to get there via booking, and it was perfect",organization good departure mode although traveler however dirty somewhat rundown restroom okay lack modernity compare modernism display downtown kuala lumpur need interior design didnt expect like singapore airport good nonetheless arrival mode indeed confusing wheres luggage youre arrive twohour flight jet lag complicate nothing little write taxi wait take charge 30 get center im surprise pay much fact pay 17 get via booking perfect,Negative
"I have nothing against with Malaysian Airport, great facility and pleasant in KLIA1. But I had very bad experience with cleaner in the airport...I was bursting to go to pee urgent as soon I landed in Kuala Lumpur. So I rushed to toilet in the airport. I realized after I used the toilet, the flush isn't working. Out of clue I came out and try to reach out for assistance so other people don't get stuck in same faulty toilet .When I came out from toilet, I heard someone from my back calling me ""Oiiiiii"" No flushing toilet...ahh""...I turned around wonder who could be so rude like this, it was an Indian cleaner lady....super rude the way they treat the visitors in the airport, I have to explain to her that flush is not working in English couple of times before heading out from the toilet. So disappointing the way she sounded. I hope the management will adequate them a bit more professional to tourist people.Before travelling to Malaysia, we also stopped by in Thailand-Phuket for a week...I have to tell this that we had best hospitality in Phuket Airport and the their town. They are more polite and helpful, the atmosphere is so much cleaner then in Malaysia.",nothing malaysian airport great facility pleasant klia1 bad experience cleaner airporti burst go pee urgent soon land kuala lumpur rush toilet airport realize use toilet flush isnt work clue come try reach assistance people dont get stick faulty toilet come toilet hear someone back call oiiiiii flushing toiletahhi turn around wonder could rude like indian cleaner ladysuper rude way treat visitor airport explain flush work english couple time head toilet disappointing way sound hope management adequate bit professional tourist peoplebefore travel malaysia also stop thailandphuket weeki tell best hospitality phuket airport town polite helpful atmosphere much clean malaysia,Negative
"The baggage claim process at KLIA is extremely slow, and the waiting area is rather cramped. The staff did not appear to be working diligently, but instead seemed to be strolling around and chatting.",baggage claim process extremely slow wait area rather cramp staff appear work diligently instead seem stroll around chat,Negative
May i know why is this blue shirt guy touching each luggage ? Arrival on 15th Jan 2025 EK flight 10:30pm Belt C,may know blue shirt guy touch luggage arrival 15th jan 2025 ek flight 1030pm belt c,Negative
"The check-in counter is small, the design is outdated. It's so hot. Immigration is very long. When you arrive at the gate, there are no chairs, you have to stand and wait for boarding. The toilets are not very clean, sometimes there are no tissues and the conditions are damp and smelly. Please improve it so that the enthusiasm to visit Malaysia continues to exist.",checkin counter small design outdated hot immigration long arrive gate chair stand wait board toilet clean sometimes tissue condition damp smelly please improve enthusiasm visit malaysia continue exist,Negative
Terminal 1 Very hot terminal Shuttle bus take long time to take you to another terminal the immigration to crowded Terminal 2 much better,terminal 1 hot terminal shuttle bus take long time take another terminal immigration crowd terminal 2 much good,Negative
Been travelling for 20 odd years now.but nothing puts a smile more than coming home to Malaysia.and you know you're truly home the exact moment you step into KLIA.,travel 20 odd year nowbut nothing put smile coming home malaysiaand know youre truly home exact moment step,Negative
"The immigration process is currently experiencing significant delays due to extremely long lines. This is compounded by apparent mismanagement, including the absence of a substantial number of officers from their posts. Despite hundreds of travelers awaiting processing, only half of the immigration counters appear to be operational. This situation is causing undue hardship for passengers, many of whom are tired after their journeys and require efficient service. Immediate improvements are needed to expedite the process and reduce wait times.Thank you",immigration process currently experience significant delay due extremely long line compound apparent mismanagement include absence substantial number officer post despite hundred traveler await process half immigration counter appear operational situation cause undue hardship passenger many tire journey require efficient service immediate improvement need expedite process reduce wait timesthank,Negative
"There is no one to help, it is hard to find Horevli. There are no consultants on site They work very hard, I went to Korea too, the working society shows itself. A typical Muslim portrait, sullen-faced types, cold chalk. You are looking at it like a fool.",one help hard find horevli consultant site work hard go korea work society show typical muslim portrait sullenfaced type cold chalk look like fool,Negative
"There is no check on boarding at any of the airports for the items I brought, there are some here and they were taken here. There are no problems with the liquids in the 3 airports, not even 100ml, such a disgrace cannot be, they put them there, there was a female officer and when I asked why it was happening here, there was no problem at other airports, she tripped and took them all, sullenly",check board airport item bring take problem liquid 3 airport even 100ml disgrace put female officer ask happen problem airport trip take sullenly,Negative
The worst international airport i have ever been. Slow immigration clearance. Very disorganized. Way below Changi standard.,bad international airport ever slow immigration clearance disorganized way changi standard,Negative
"I had two layovers at KLIA. The first time, everything went well: the airport was clean, well-organized, and especially a well-appointed prayer room, which is really appreciated by Muslim travelers. However, the second time was a completely different story, as if it weren't even the same place. As soon as you get off the plane, nothing is clear: there's almost no signage for baggage claim. It's easy to get lost, you don't know where to go. And then, surprise: you have to go through security and immigration before claiming your baggage. Completely illogical. At least let me collect my bag peacefully first! Once you're through immigration, you arrive in a huge crowd, with no smooth flow of traffic. Then you have to go through security again to get out. You board, you get off, you take a bus, you change buildings... frankly, a real hassle. Another point: the baggage counter agents are extremely strict, sometimes even abusive. If you weigh 5 kg more than you need, you pay, period, no flexibility. The prayer rooms? They used to be clean, now they're dilapidated, not maintained. Really a shame. Finally, I had a three-hour layover, I barely had time to navigate the obstacle course to get to my gate. And guess what? 40 minutes into the flight, our gate was changed from 35 to 4. Great. And then, as a Muslim, I felt uneasy. For a country I considered a brother, I had never felt so foreign. Clearly, Asian passengers are given priority. Sad to say, but I felt a real form of nationalism. In short, very disappointed. I didn't find the welcome I was hoping for in a country like Malaysia.",two layover first time everything go well airport clean wellorganized especially wellappointed prayer room really appreciate muslim traveler however second time completely different story werent even place soon get plane nothing clear there almost signage baggage claim easy get lose dont know go surprise go security immigration claim baggage completely illogical least let collect bag peacefully first youre immigration arrive huge crowd smooth flow traffic go security get board get take bus change building frankly real hassle another point baggage counter agent extremely strict sometimes even abusive weigh 5 kg need pay period flexibility prayer room use clean theyre dilapidate maintain really shame finally threehour layover barely time navigate obstacle course get gate guess 40 minute flight gate change 35 4 great muslim felt uneasy country consider brother never felt foreign clearly asian passenger give priority sad say felt real form nationalism short disappointed didnt find welcome hop country like malaysia,Negative
The information about departure is confusing and unfriendly. Upon checking for which row is the airline from the information counter the staff just randomly gave the wrong information to a Malaysian airline counter rather than the SQ counter. Staff obviously is skiving and acting busy and lack interest in helping. The reliance of shutter bus than sky train simply sum up the experience.,information departure confuse unfriendly upon check row airline information counter staff randomly give wrong information malaysian airline counter rather sq counter staff obviously skive act busy lack interest help reliance shutter bus sky train simply sum experience,Negative
"Travel Tips for Kuala Lumpur: Save Money on Airport Transfers Avoid Grab e-Hailing, Especially Advance Bookings Grab drivers, particularly for advance bookings, may overcharge or provide subpar service. Instead, use Bolt for a more affordable and reliable ride. Bypass Airport Surcharges with Trains To avoid high airport ride-hailing fees, take the Express Rail Link (ERL) to Salak Tinggi station. From there, book a ride via Bolt for a significantly cheaper fare. Steer Clear of Airport Taxis Avoid taxis waiting at the airport, as they often charge exorbitant rates (RM300400). Opt for e-hailing services like Bolt, where fares to Kuala Lumpur should not exceed RM80 for a standard car or RM50 for a 4-seater. Know Your Rights with E-Hailing With e-hailing apps, pay only the fare shown in the app. If a driver demands extra payment, record their details (name, car plate number, and interaction) and report it to the nearest police station. Such behavior violates fair practices and harms Malaysias reputation. Pro Tip: Always book rides through trusted apps like Bolt for transparency and savings. Safe travels!",travel tip kuala lumpur save money airport transfer avoid grab ehailing especially advance booking grab driver particularly advance booking may overcharge provide subpar service instead use bolt affordable reliable ride bypass airport surcharge train avoid high airport ridehailing fee take express rail link erl salak tinggi station book ride via bolt significantly cheap fare steer clear airport taxi avoid taxi wait airport often charge exorbitant rate rm300400 opt ehailing service like bolt fare kuala lumpur exceed rm80 standard car rm50 4seater know right ehailing ehailing apps pay fare show app driver demand extra payment record detail name car plate number interaction report near police station behavior violates fair practice harm malaysias reputation pro tip always book ride trust apps like bolt transparency saving safe travel,Negative
Spent 1.15 hours on the immigration queue. Nothing but OMG from me. Worst management ever. Believe it or not OMG!,spent 115 hour immigration queue nothing omg bad management ever believe omg,Negative
"The absolute worst airport there is. Everything is chaotic, nothing is properly marked and the personnel doesn't know anything. At gate C, the security check is right before the gate, after passing you have no access to any shops or toilets, basically you're locked in. If you bought water, it will be taken away at security.",absolute bad airport everything chaotic nothing properly mark personnel doesnt know anything gate c security check right gate pass access shop toilet basically youre lock buy water take away security,Negative
"Horrifying experience. An advice: if you are departing from this country, arrive 4 hours early as the queue at the immigration is simply horrendous. Good if u could utilise the Priority lane, otherwise dont take the risk. The immigration officers are really slow and inefficient causing the lines to snake up. Get up early. Nice city centre, beautiful natures and rich history but inefficient system. My 2 cents.",horrify experience advice depart country arrive 4 hour early queue immigration simply horrendous good u could utilise priority lane otherwise dont take risk immigration officer really slow inefficient cause line snake get early nice city centre beautiful nature rich history inefficient system 2 cent,Negative
"Its a big airport but for departure and arrival process we have to walk, bad immigration the staff process imigration not fast, they work so slow and poor coordinations, i spent 2 hours just for completing the immigration,",big airport departure arrival process walk bad immigration staff process imigration fast work slow poor coordination spend 2 hour complete immigration,Negative
"I'm a Japanese tourist. I came on AirAsia via HIS. When I returned to Japan, I was constantly told to check in at the machine, and even when I went to the machine, I was asked for my reservation number. However, the document from HIS does not have a reservation number written on it. Therefore, even if you go to the counter again and say, ""You can't check in using the machine!"", they just insist that you ""check in using the machine."" So when I looked back at my HIS documents, I found a form that was difficult to understand and required me to show the staff in English that I couldn't check in using the machine. However, even if I showed them my English, the staff was insistent that I check in using the machine. After that, I managed to check in, but... Please be careful if you are going to Kuala Lumpur on HIS AirAsia. Mr. HIS, is this okay? I feel sorry for the Japanese people who will be traveling in the future.",im japanese tourist come airasia via return japan constantly tell check machine even go machine ask reservation number however document reservation number write therefore even go counter say cant check use machine insist check use machine look back document find form difficult understand require show staff english couldnt check use machine however even show english staff insistent check use machine manage check please careful go kuala lumpur airasia mr okay feel sorry japanese people travel future,Negative
International Airport no air conditioning. All area without air con around 6am. Malaysia boleh.,international airport air condition area without air con around 6am malaysia boleh,Negative
It just doesnt make sense. Its far too big to be an airport. The fact its also a shopping centre confuses things. You have a very long walk once you get off the flight and then have to also navigate out of the shopping centre which is confusing in itself. The way in (departing) there are queues and it is slow. Went through security once and then got water and food to then be told at the gate I cant take it through as there was another bag check. Once waiting at the gate there was no toilets. Youd think an airport of this size would then put toilets at the gate ? You can see the problem in this when you have to drink your water for the flight before you go through second round of security. Logistically the whole thing doesnt work.,doesnt make sense far big airport fact also shopping centre confuse thing long walk get flight also navigate shopping centre confuse way depart queue slow go security get water food tell gate cant take another bag check wait gate toilet youd think airport size would put toilet gate see problem drink water flight go second round security logistically whole thing doesnt work,Negative
"KL airport service is HORRIBLE. The check in officers , information counters , non of them are helpful. They take their own sweet time to check in passengers. This cost us to miss our flights BECAUSE of their waste of time. Im not sure why they deploy officers for this job if they dont even do their job properly. Saw so many officers chitchatting and laughing WHILE A LONG QUEUE WAS WAITING. So many ppl missed their flights due to this. Horrible service, pls do not pit stop at KL for flight. I would rather pit stop in Singapore for flights",kl airport service horrible check officer information counter non helpful take sweet time check passenger cost u miss flight waste time im sure deploy officer job dont even job properly saw many officer chitchat laugh long queue wait many ppl miss flight due horrible service pls pit stop kl flight would rather pit stop singapore flight,Negative
"Massacre, just before boarding the plane they check and take away all the drinks. I wonder if the alcohol is also there or if he brings too much money. Idiotic rules.",massacre board plane check take away drink wonder alcohol also bring much money idiotic rule,Negative
The worst airport ever Terminal 2 at L gates are so tiny with a few restrooms provided smelling so bad with long queues There are 22 L gates but 2 about 7-8 restrooms available! Long queues of passengers were waiting for restrooms Only many restaurants and coffee shops And public charging stations ridiculous Cable Type c or whatever cant fit at all only adapters can be used I can use cable only in the gateL4 which fits and works Horrible memories,bad airport ever terminal 2 l gate tiny restroom provide smell bad long queue 22 l gate 2 78 restroom available long queue passenger wait restroom many restaurant coffee shop public charging station ridiculous cable type c whatever cant fit adapter use use cable gatel4 fit work horrible memory,Negative
Need improvement on cleanliness. .,need improvement cleanliness,Negative
"Had great experience for cit but not so good for the airport. At time of arrival, the whole process was very slow and had to wait long to clear immigration. Departure wasnt smooth either, immigration was slow, not great options to shop / eat. Bathrooms were crowded and not very clean. Worst - you can get place to seat only at gate, security check in at gate wasnt very efficient. It was topped with rude staff. Overall loved the time spent in city but the experience at time of leaving country left some soar points!",great experience cit good airport time arrival whole process slow wait long clear immigration departure wasnt smooth either immigration slow great option shop eat bathroom crowd clean worst get place seat gate security check gate wasnt efficient top rude staff overall love time spend city experience time leave country leave soar point,Negative
"KLIA is an international airport that always feels like a poor budget airport that is falling apart. Ironically, it is overstaffed by an army of smiling greeters. On Sunday, 22 June 2025, we saw water dispenser stations broken and unrepaired. ""Free drinks"" stations abandoned, unmanned. The only smoking room in the airport is a filthy room covered in black soot: incredibly smelly, no ventilation systems, piles of ash, trash, and butts all over. Warning: Enter at your own risk. The aerotrain was being repaired, and although bus services were provided, no signs were available to passengers on where it is. Bus services from the sub terminal to the main terminal were not easy to find. Tragically, the contrast between KLIA and KLIA2 (the latter an actual budget terminal that's well designed, modern, clean, and efficient) has never been clearer. If KLIA2 is a Budget airport, then KLIA should be called a ""No Budget"" Airport.",international airport always feel like poor budget airport fall apart ironically overstaffed army smile greeter sunday 22 june 2025 saw water dispenser station break unrepaired free drink station abandon unman smoking room airport filthy room cover black soot incredibly smelly ventilation system pile ash trash butt warn enter risk aerotrain repair although bus service provide sign available passenger bus service sub terminal main terminal easy find tragically contrast klia2 latter actual budget terminal thats well design modern clean efficient never clear klia2 budget airport call budget airport,Negative
"I have to stay all these officers are useless and they dont do any job right. Elderly people came as a family, they want the rest to queue here. And the eldery escort by 1 person. Totally NOT MAKE SENSE AND THE OFFCIER JUST STAND AND CHAT THERE. THERE IS NO BETTER ARRANGMENTS ? This is the first time to see such stupid and un-human system.",stay officer useless dont job right elderly people come family want rest queue eldery escort 1 person totally make sense offcier stand chat good arrangments first time see stupid unhuman system,Negative
"Extremely Disappointed Misleading Prices and Poor Service I had a very disappointing experience at this caf in the Malaysian International Airport. The prices displayed on the product tags were already quite high, but when I went to pay, I was suddenly asked to pay more due to additional taxes that were not shown upfront. This kind of pricing is misleading and unfair, especially in an international airport where transparency should be standard. To make matters worse, when I questioned the price difference, the staff refused to give me what I had selected unless I paid the extra hidden charges. I ended up leaving without my purchase. Travelers deserve honesty, clear pricing, and respectnot surprises at the counter. I hope airport management takes this seriously and enforces proper pricing standards. I would not recommend this caf to anyone.",extremely disappointed mislead price poor service disappointing experience caf malaysian international airport price display product tag already quite high go pay suddenly ask pay due additional tax show upfront kind pricing mislead unfair especially international airport transparency standard make matter bad question price difference staff refuse give select unless pay extra hidden charge end leave without purchase traveler deserve honesty clear pricing respectnot surprise counter hope airport management take seriously enforce proper pricing standard would recommend caf anyone,Negative
The worst boarding and immigration experience ever ever 3 hours just for lines to pass and we cached our flight in the last minute with running,bad boarding immigration experience ever ever 3 hour line pass cache flight last minute run,Negative
"I bought the sake from KIX Duty Free, and it was sealed throughout the journey. However, during the transit, customs took my sake and confiscated it. I showed the receipt to prove it was a duty-free item, but they refused to accept my explanation. I am not happy.",buy sake kix duty free seal throughout journey however transit custom take sake confiscate show receipt prove dutyfree item refuse accept explanation happy,Negative
"Dear KLIA terminal 1 gate C officer, I want to ask for help, how can I get back the jewelry that was left behind during the scan near departure Gate C? My sister left her jewelry near the scanning area. During the body scan, the officer asked her to take off her bracelet, but she forgot to put it back. Not a single officer issued an announcement about the items left behind. It's not certain if the item will be taken by the next passenger who scans it or the officer, please keep it. Arriving at the new destination country, my sister realized that she had forgotten to destroy the jewelry. We have tried calling the airport contact number and messaging on the website, but there is no response. Please help from the airport to help us. Thank You.",dear terminal 1 gate c officer want ask help get back jewelry leave behind scan near departure gate c sister leave jewelry near scan area body scan officer ask take bracelet forget put back single officer issue announcement item leave behind certain item take next passenger scan officer please keep arrive new destination country sister realize forget destroy jewelry try call airport contact number message website response please help airport help u thank,Negative
"The facilities are complete, good and nice, but the design of the facilities is not very friendly for elderly people because the road is far and up and down.",facility complete good nice design facility friendly elderly people road far,Negative
Pathetic airport compared to other international airport. Airport authority should look into cleanliness and too much space congestion.,pathetic airport compare international airport airport authority look cleanliness much space congestion,Negative
It doesn't have the demeanor of an international airport.,doesnt demeanor international airport,Negative
"The directory is quite clear, although it's a bit tiring going around hahahaha",directory quite clear although bit tire go around hahahaha,Negative
"After going through security, I was unable to locate the lounge at the awful airport I had visited.",go security unable locate lounge awful airport visit,Negative
Very poor behaviour by immigration officers. Non cooperative people,poor behaviour immigration officer non cooperative people,Negative
"Catastrophic, returning from Phuket to Kuala. Don't take an assistant or go through their airport. You'll be stuck in a blistered room. Absolutely avoid. I spent the night in pain even though I had requested assistance boarding the plane following a severe sprain. When I asked the relevant department to take me to the terminal in question, they refused, so I had to go alone because a 7-hour layover without eating with a teenager is not acceptable. I was told to eat at their disgusting snack bars, even though there are plenty of small restaurants in Terminal 1. In short, avoid them. I still thank the woman who helped me without the approval of her colleagues because she understood my suffering related to my ankle and the adrenaline caused by the pain.",catastrophic return phuket kuala dont take assistant go airport youll stick blistered room absolutely avoid spend night pain even though request assistance board plane follow severe sprain ask relevant department take terminal question refuse go alone 7hour layover without eat teenager acceptable tell eat disgust snack bar even though plenty small restaurant terminal 1 short avoid still thank woman help without approval colleague understand suffering relate ankle adrenaline cause pain,Negative
"KLIA is so huge, the potential clinical coldness of the facility is cleverly softened with what appears to be an atrium of greenery. The once state of the art facilities of this Airport is marred by the breakdown of the Aerotrain system that used to provide a world class service between the terminals. The Aerotrain gates have been hidden behind dark but colourful hoarding. Opposite the hoarding are lines of waiting passengers queuing to enter the various B gates, together with their various hand carry items. With poor lighting due to the height of the dark colourd hoarding, this creates a somewhat long dark narrow somber passage that arriving visitors to Malaysia must navigate to reach the escalators to the ground level and transfer bus terminal. Any negative impressions arising from negotiating past the queuing passengers with unsettled infants and the ocassional unrestrained child darting into the crowd flow is further accentuated as one reaches the ground level and confronted by the multinational crowd chaos at the Satellite Terminal bus transfer gate. The airport employees manning the area do a great job in moving the crowd in arbitrary groups onto the waiting buses. Despite the apparent crowd chaos, these Malaysian employees at various informal ""gates"" manage to prevent a crowd surge and create controlled access on to the buses. These lowly front line employees are the true heroes in this situation and are living examples of the ""Malaysia Boleh"" can-do attitude. It's such a pity senior Airport management doesn't display a similar level of commitment in getting the Aerotrain system fixed and creating a positive first impression for international arrivals to Malaysia.",huge potential clinical coldness facility cleverly soften appear atrium greenery state art facility airport mar breakdown aerotrain system use provide world class service terminal aerotrain gate hide behind dark colourful hoarding opposite hoarding line wait passenger queue enter various b gate together various hand carry item poor light due height dark colourd hoard create somewhat long dark narrow somber passage arrive visitor malaysia must navigate reach escalator ground level transfer bus terminal negative impression arise negotiate past queue passenger unsettled infant ocassional unrestrained child dart crowd flow accentuate one reach ground level confront multinational crowd chaos satellite terminal bus transfer gate airport employee man area great job move crowd arbitrary group onto wait bus despite apparent crowd chaos malaysian employee various informal gate manage prevent crowd surge create control access bus lowly front line employee true hero situation live example malaysia boleh cando attitude pity senior airport management doesnt display similar level commitment get aerotrain system fix create positive first impression international arrival malaysia,Negative
A suggestion:How about putting water fountains at all gates post-security. What a joke of an airport this place is.,suggestionhow put water fountain gate postsecurity joke airport place,Negative
all toilets are broken,toilet break,Negative
"It's not the best airport but also not the worst, Like if you have a layover here you'll prolly get bored ( if you don't shop much) and there aren't many facilities here compared to other airports like RGIA or Changi and so on",best airport also bad like layover youll prolly get bore dont shop much arent many facility compare airport like rgia changi,Neutral
Worst airport ever! No proper priority lane for families with kids and they expect children of 2 years above (including 3 year old kids) to self check-in with their passports.,bad airport ever proper priority lane family kid expect child 2 year include 3 year old kid self checkin passport,Negative
"Very bad in terms of slowness, meaning you should go at least 6 hours before the flight to ensure that you do not miss the flight. You are also transferred from the airport by bus to another place far away from which you can board the plane like another airport, inside the first airport.",bad term slowness meaning go least 6 hour flight ensure miss flight also transfer airport bus another place far away board plane like another airport inside first airport,Negative
Spacious and clean airport but don't have water filter in waiting hall,spacious clean airport dont water filter wait hall,Negative
"Hands down the most inefficient airport Ive had the displeasure of travelling to 1. Pointless arriving early because your gate isnt available and you end up waiting on the tarmac without air conditioning. Not enough leeway between departing / arriving flights and no backup plan 2. You often arrive at the departures gate rather than arrivals and need to take a bus to arrivals / passport control, which is a waste of time. The new aerotrain has been out of action for over 2yrs with completion dates, unsurprisingly, being delayed several times. 3. If you havent already been severely frustrated by the first 2 points, wait till you arrive at passport control. Only 2 (max 3) of the booths are open and staff are slow, disinterested and have no desire to speed up the process, as though they revel in seeing their visitors suffer. This has been an issue for years with numerous local articles about it but efficiency and an improvement mindset simply does not exist in certain parts of the world.",hand inefficient airport ive displeasure travel 1 pointless arrive early gate isnt available end wait tarmac without air condition enough leeway depart arrive flight backup plan 2 often arrive departure gate rather arrival need take bus arrivals passport control waste time new aerotrain action 2yrs completion date unsurprisingly delay several time 3 havent already severely frustrate first 2 point wait till arrive passport control 2 max 3 booth open staff slow disinterested desire speed process though revel see visitor suffer issue year numerous local article efficiency improvement mindset simply exist certain part world,Negative
Visited in May 2025. Boarded the Grab on the first basement floor of the arrival gate. Suddenly there was a downpour.,visit may 2025 board grab first basement floor arrival gate suddenly downpour,Negative
The immigration office was too rude for me when in departure area,immigration office rude departure area,Negative
"26 July 2025, morning flight from KLIA to CGK (Jakarta) 9:50 AM Flight: ID 8285, Batik Air, Gate C4. I don't understand why but the dude who did the scan at gate C4 was so mean, like i'm talking nicely to let him know I'm going to toilet, but the response is ""Pergila"", equivalent to ""Just go"". Like he can just say ""Alright"" or ""Ok"". What an attitude. Like what's is his problem? Why being salty all of the sudden? Hungry or something?.",26 july 2025 morning flight cgk jakarta 950 flight id 8285 batik air gate c4 dont understand dude scan gate c4 mean like im talk nicely let know im go toilet response pergila equivalent go like say alright ok attitude like whats problem salty sudden hungry something,Negative
Dirty toilets. Only 1 water dispenser with very slow filling. Long que for water,dirty toilet 1 water dispenser slow filling long que water,Negative
It's a big airport with lots of amenities and shopping options. Food is limited to asian food. Very few veggie options. I did not find Indian cuisine anywhere. The security and check in were easy and the airline staff including the other airport staff were helpful. They could make it more intuitive right from the entry gate.,big airport lot amenity shopping option food limit asian food veggie option find indian cuisine anywhere security check easy airline staff include airport staff helpful could make intuitive right entry gate,Negative
"I have not seen worst airport then this ,they don't even have basic facility like water for international transits ,poor maintainance of bathrooms,customer area and looks more like busstop then Airport ,advice to malaysian govt if you collect taxes from flyiers then provide them Services .",see bad airport dont even basic facility like water international transit poor maintainance bathroomscustomer area look like busstop airport advice malaysian govt collect tax flyiers provide service,Negative
They make them rotten and every now and then they take pictures of us and there are cockroaches everywhere,make rotten every take picture u cockroach everywhere,Negative
"KLIA is an international airport that always feels like a poor budget airport that is falling apart. Ironically, it is overstaffed by an army of smiling greeters. On Sunday, 22 June 2025, we saw water dispenser stations broken and unrepaired. ""Free drinks"" stations abandoned, unmanned. The only smoking room in the airport is a filthy room covered in black soot: incredibly smelly, no ventilation systems, piles of ash, trash, and butts all over. Warning: Enter at your own risk. The aerotrain was being repaired, and although bus services were provided, no signs were available to passengers on where it is. Bus services from the sub terminal to the main terminal were not easy to find. Tragically, the contrast between KLIA and KLIA2 (the latter an actual budget terminal that's well designed, modern, clean, and efficient) has never been clearer.",international airport always feel like poor budget airport fall apart ironically overstaffed army smile greeter sunday 22 june 2025 saw water dispenser station break unrepaired free drink station abandon unman smoking room airport filthy room cover black soot incredibly smelly ventilation system pile ash trash butt warn enter risk aerotrain repair although bus service provide sign available passenger bus service sub terminal main terminal easy find tragically contrast klia2 latter actual budget terminal thats well design modern clean efficient never clear,Negative
"Allow 3-4 hours to get to the gate. Every kilogram is charged. Waiting rooms are cramped, boring, and crowded.",allow 34 hour get gate every kilogram charge wait room cramp boring crowd,Negative
Hard to find smoking room,hard find smoking room,Negative
"Note -Because there is one more baggage check before boarding the plane when leaving, You have to go early to check the time!! @It's small, but everything is there, Departure hall on the 5th floor Arrival hall on the 3rd floor High-speed train on the 1st floor. I think there was a food court on the 2nd floor (Starbucks too) There are also various chains such as Kyochon, Taco Bell, and Din Tai Fung on the 5th floor. +Beryl's Chocolate? Palm here too. +Alcohol prices are expensive. It's more expensive than duty-free shops in Korea, and it seems similar to or slightly cheaper than the market price in Korea.. There's no reason to buy. +There are 4Fingers, McDonald's, and Burger King. +If you keep getting the wrong password when withdrawing money from an ATM, your card will be retained and it will be very difficult to get it back. You can get scammed, so bring 2 cards and be careful.",note one baggage check board plane leave go early check time small everything departure hall 5th floor arrival hall 3rd floor highspeed train 1st floor think food court 2nd floor starbucks also various chain kyochon taco bell din tai fung 5th floor beryl chocolate palm alcohol price expensive expensive dutyfree shop korea seem similar slightly cheap market price korea theres reason buy 4fingers mcdonalds burger king keep get wrong password withdraw money atm card retain difficult get back get scammed bring 2 card careful,Negative
Someone who travelling to malaysia for the 1st time had to write this here .here are the most unfriendly rude ground staffs i have seen..the whole process was so confusing..staffs in thw customer care should work for the welfare of the customers..not to talk rude and show attitude. Also such a big airport and no enough toilets..2 each 2each in some corners and everyone has to wait in a big quee to go to toilet and that is really pathetic...in small small airports also theres big multiple toilets available so many can use at a time...so no one has to wait in a quee to use toilets...for the 1st time im seeing such a tragic airport..,someone travel malaysia 1st time write unfriendly rude ground staff seenthe whole process confusingstaffs thw customer care work welfare customersnot talk rude show attitude also big airport enough toilets2 2each corner everyone wait big quee go toilet really patheticin small small airport also theres big multiple toilet available many use timeso one wait quee use toiletsfor 1st time im see tragic airport,Negative
Spent 1.15 hours on the immigration queue - Believe it or not OMG! Worst management ever. Literally nothing good to say for this place but OMG from me.,spent 115 hour immigration queue believe omg bad management ever literally nothing good say place omg,Negative
"Very conjusted, not enough chairs on international departure.",conjusted enough chair international departure,Negative
"Old, dirty and the service is terrible!",old dirty service terrible,Negative
They work fast and they try to help you but to change airlines and pick up your luggage for the next flight takes at least 2 hours.,work fast try help change airline pick luggage next flight take least 2 hour,Negative
Toilet at domestic terminal/public is a bit digesting. International is good. The aircon is not fully on. Very stuffy inside the building. The lifts to different level needs to improve. Many ppl cut queues.,toilet domestic terminalpublic bit digesting international good aircon fully stuffy inside building lift different level need improve many ppl cut queue,Negative
