TEXT,SENTIMENT
Horrible visa processing. Will be dozens of people in line and only 1 officer per lane. Expect long wait times.,Negative
Only 4 Computer. For MDAC,Negative
"WiFi was poor.
There were two baggage checks before boarding. After passing through immigration, I refilled my water from the server in the hall, but it was confiscated during the baggage check before boarding.
It seems you can only refill your water until you reach the hall.",Negative
"If you want to get a ""job"" where you sit around on your phone doing absolutely nothing and then refuse service then this is the place for you.

It is absolutely insane they are allowed their phones when they use them this much. I dont mind people on their phones at a work place but holy hell.

This is not Bolehland. This is Cannotland.",Negative
"Nice place big and spacious.  Parking is a bit confusing so always park at Preferred parking to avoid looking for a car.
Long walk to the bus upon arrival as the train is not ready.  Directions to the bus are not clear.
Getting out of customs is always so packed as all have to go through another luggage scanning.  Long queues to just get out of the airport.
Not very friendly to the visitors as this is the point of arrival and bad first impression.",Negative
"Worst airport ever! All the signs are hidden or missing so you can't find anything. It's hard to find the check-in area, they don't even call you when you're waiting for the bus, and the waiting line system is the worst!

I asked around and walked around a lot to find the Malaysian lounge.",Negative
Bad services for Shuttle services to klia 1,Negative
"very ugly, not like Singapore",Negative
"I gave it one star because I can't give it one... This is the worst airport I've ever flown through, and yet I've flown through quite a few around the world: Singapore, Jakarta, Surabaya, Bangkok; I've never seen such a bad airport. There's no signage, the staff is unfriendly and absolutely unhelpful. The organization is incredibly dismal. And no one does anything to make your life easier, not to mention the distances, which are unreasonable. Nothing in this airport, in fact, is either pleasant or makes your life easier; quite the opposite.
I know of a more expensive ticket, but above all, avoid going through this airport if you have the choice.
This is the third time I've flown through here, and I hope it's the last.",Negative
"This airport is a disaster no empathy towards people they are clearly useless they are always talking to each other there is not even a clear sign to direct us. In short, this airport is very poorly done, it is the first and last time. Worst airport I've seen in my life and yet I'm done a lot..Ew",Negative
"The waiting room capacity for boarding is not enough for a small plane passenger, so they close it and some of the passenger have to wait outside. (Q7)
A bit weird. 😅😅. Maybe it is for low cost.",Negative
"Unfortunately, one of the worst experiences ever... A country that is not touristic at all, and the way the people deal with Al-Seilh is one of the worst I have ever experienced. My experience at the airport was one of the worst experiences... The treatment was indescribably bad, especially from the passport control staff... The wait time was very, very long, and the staff were uncooperative. I had to stand in line twice without any help from the staff. An experience I will never repeat... This is the first and last time I visit this country, and there are many other options.",Negative
"A simple airport. Everything is in order. I filled out a form as a Turkish citizen at the entrance, the computers are there anyway. Then I scanned my passport and passed without talking to anyone. Then I followed the ""bus"" signs and reached the city center, KLLC, for 15 units. I think this is the cheapest way. The bus takes 1 hour.",Negative
The smoking room is far away,Negative
Busy airport. Eating options restricted. Ensure you are there in good time for Immigration and travelling to satellite terminal. Security inspection is at boarding gate so be prepared.,Negative
worst airport . worst customer service . Had enough .never going to use Malaysian airlines or Malaysian airport again . worst service ever.,Negative
"Transit from Singapore to schipol . Enter arrival, arrival card required. Exit to klia express , go one stop, get off , reenter airport through immigration and security, eventually get bus to gate for flight, so; plane train bus 3 security scans and 2 immigration scans plus one visit to help desk for arrival card as there is no tick box to show that you a transitting.  And that's a long way !",Negative
"Been here many times. Horrible immigration processing. Will be dozens of people in line and only 1 officer per lane. Once you get to your gate, no food or water sellers, only lines to refill a bottle if you bought one. Have to re-go through security to get water. Expect long wait times. Aim to arrive 3-4 hours before a departure",Negative
The signage in the airport is not intuitive enough.,Negative
"The toilet is not very clean and smells, but the other facilities are still good.",Negative
"The worst airport
Zero navigation
Sort out everything yourself
Employees are unfriendly and do not want to solve anything

Overall, I do not recommend visiting this country, nothing interesting. Better fly to Thailand, there are cultured people and upbringing and service at a high level and people try to help you

And Kuala Lumpur is just a waste of time on some nonsense",Negative
"best!!!
I just don't like toilets that don't have a bidet for sitting toilets. not comfortable... there should be a hose pipe for the toilet seat too",Negative
"There are still illegal fees during independent check-in!!!
This is very detrimental and embarrassing
Please investigate further",Negative
The worst airport in Asia I've ever been to. The lounges suck. There's a line for the toilets. I don't understand how you can make a toilet with two stalls in an international airport🤦🏻‍♂️,Negative
"Free Bus (T1-T2-Ltcp) always a problem, especially at night (usually at 10pm and later) we always have to stay at ltcp for more than half an hour, then the driver likes to give excuses to fill up with gas, if we want to go to terminal 2 at that time the driver will tell us to get off at Terminal 1 and ask to get on the next bus, or their supervisor likes to tell us to turn around without giving an excuse to fill up with gas with the sentence ""bang turun"", imagine if someone is late, we park at ltcp we have no other option to go to the terminal we don't want to walk, there is no erl station at ltcp, things like this are what make the rating drop. Please resolve this issue as soon as possible!",Negative
"I flew Malaysian airlines, changing from the Malaysian Airlines international terminal to the domestic terminal and it took me 30 mins to get from one to the other because of a bus ride and customs.  On the way back, it took me 45 mins.

The whole experience was pretty stressful and I'd never want to do it with children in tow.

I've flown through other airports with tighter connections and the organisation of the arrival to departure gates was better considered and not nearly as stressful.",Negative
"A new train service has been introduced at KLIA, connecting Terminal 1 to Satellite Gates 1 -   37",Negative
"Big airport which is easy to navigate but most of the staff are very rude. There is no charging points working anywhere so if your phone is nearly flat, good luck. Considering it’s meant to be a major international airport the toilets stink & there are only 2 options of restaurants to eat in whilst waiting & they’re also tiny. Pretty crap to be honest",Negative
"The instructions are not clear enough, and the answers at the information desk are not comprehensive. Different people get different answers when asked, and foreigners are sometimes at a loss!",Negative
"I'm not happy with the officers who served me at the baggage check. They were unfriendly and rude, and they were always angry with Indonesians. Malaysians are always treated very well when they come to Indonesia, but why aren't we treated well?",Negative
"Disgusting airport. Upon arrival you are dropped off in the departure area and not in the arrival area, then you go out and go to check the arrival area, in order to pick up your luggage you need to complete a quest. Find a bus that will take you around the field and bring you back to another door. Then you go out. You come to customs control, there is one person sitting and a huge line.",Negative
"I’ve been using KLIA for many years, and I’m surprised that even today, there are still no automated bag drop facilities. As a result, the check-in process can be quite slow—even if you’ve already done web check-in. I recently arrived at 6:30 AM for my flight and had to queue for almost an hour just to drop my bag. If you’re flying internationally, I strongly recommend arriving at least 3 hours before departure.",Negative
"Extremely rude and unprofessional immigration staff with a terrible attitude.
This is many tourists first impression and first point of contact with the people of the country they’re entering, and it is not ideal to be treated in such a manner here.
Make sure you have all your documents in line is all I can say, and if you’re traveling together be prepared to be yelled at to go to separate desks each.
What is the point of the mandatory digital arrival card when they ask you every single question 20 times again and ask for proof?
Had a great time in Malaysia otherwise but this certainly ruined our first impressions. Makes you less likely to visit again having to deal with this",Negative
"A large, modern, yet manageable airport.
Unfortunately, I have to give it only 3 stars because immigration and passport control took a very long time. After a 10-hour flight, queuing for another two hours at passport control is very, very tiring.
I should also mention that we had already queued at the automated immigration counter, and after about 20-30 minutes of waiting, we had to go to the other counter...
There were about 5 officers working for a few hundred people (processing time per passenger between 3 and 10 minutes).
I'm not used to this in Asian metropolises, and I wish the airport administration could come up with something here.",Negative
"For Departures, it's pretty easy to get food from lots of restaurants. However, there are multiple layers of security and in our case, when you finally get to your gate area, there are few food or shopping options. Additionally, they don't allow you to sit at your gate until it is almost time to board. That was really, really weird.  Arrivals, was ok, but a bit confusing and few bathrooms that are close. The one we found was near the restaurants and fairly well hidden and out of sight.",Negative
Very inconvenient to take the shuttle bus to the arrival hall.,Negative
Fix. Your. Toilets!! What year are we in? Two out of three available toilets are broken! One hour to get bags from the carousell. 4 aircraft sharing one conveyor belt at the same time. Are you kidding me?,Negative
"Immigration for arrivals is horrific, 1h30m just to get to the bag carousel. Many empty Immigration desks, incompetent",Negative
"KLIA2 is by far the most disappointing terminal, starting with the immigration service, which completely kills any desire to ever return here.
We’ve been to Malaysia many times, arriving through KLIA, but we’ve never seen such chaos. Over 300 people in line, and only 8 counters open - and working incredibly slowly! We waited in line for 1.5 (!) hours.
What’s the point of filling out the online arrival form if immigration officers still spend 4-7 minutes on each tourist?
After standing in line for over 1.5 hours and watching how the officers worked, we were left very disappointed. Even worse was how immigration officers treated Asian travelers with darker skin - their gestures were so disrespectful, it was truly unpleasant to witness.",Negative
Don't walk or sit in the waiting area!!! There are huge fleas running around on these carpets😖🤮 and there are a lot of them,Negative
"The world's most complicated and stupidly built airport. Terminals 1 and 2 are operated by shuttle buses, but the way to get there is ridiculously complicated. I've traveled all over the world, but this is the first time I've seen an airport structure like this. There are no signs, and it's inconvenient.",Negative
"I was denied a boarding pass at baggage check-in.
The main reason was the poor quality of the staff, whose goal was to force me to pay extra for a different ticket. Be careful, when you arrive in Malaysia, you won't be able to prove anything to anyone. The only thing you can do is pay, pay extra, and redeem without a valid reason.
""It's the system""—that's what the airport staff said. When I contacted customer support, the airport was quickly absolved of responsibility.",Negative
"It's a big airport. You need to take a shuttle bus to transfer from domestic to international flights, so you need to pay attention to the time. The American coffee in the coffee shop is not very good, but there are many shops to visit.",Negative
"This store will charge more for items, so be careful when buying things",Negative
Inside of gate they dont have water ... crazy airport.,Negative
"1. Airport (specially departure area) has limited food options/vendors, resulting in high prices of available food items compared to market.
2. Flights of Air Asia and Gatik Airlines (Malindo) intend delayed without timely inform8ng passengers resulting in un-necessary waiting time",Negative
Overall is good except the airport taxi (arrival) needs MAJOR revamp to outside of KL city. Maybe the management has their own driver thus. don’t know what is happening or still sleeping 💤.,Negative
"Transit from terminal 1 to terminal 2 is very confusing
Also cashless policy brings a lot of inconvenience",Negative
The washroom or tandas are very poorly managed in fact in one dundas there was no person to take care of it was filthy unclean dirty not usable,Negative
"You go all around and come back literally to the other side of the same wall! No kidding. I must have walked at least 1km just to return to the other side of the same wall!!!
It could be a lot more efficiently done",Negative
"I visited this place twice and in bith cases ,i faced problems stamping my passport waiting for hours to get done, not well organized and very slow",Negative
"I am writing to provide feedback on my recent experience flying to KLIA via Singapore Airlines.

While I generally appreciate the quality of service on Singapore Airlines flights, I was disappointed with the airport experience at KLIA, especially considering this was not a budget flight.

Although the airport was large and packed with lots of shops and eateries, there are areas that could be improved to facilitate smoother transit for arriving/departure passengers. Personally, I wasn’t expecting to go through the hassle of having to transit from the plane to the arrival hall, taking into consideration that this was a direct flight.

Upon arrival, after disembarking from the plane, we were directed by a staff member, who was shouting, to proceed to Cxx for a transfer to the arrival hall. This information could easily be missed if people are talking or focused on finding the nearest toilet. I tried to console myself, thinking that perhaps our flight was scheduled to park in a “further” lot due to multiple flights arriving around the same time.​
Anyway, just go with the flow and follow those in front since we are told to ....

​Would suggest the following improvements:

* Rather than having a staff member shout instructions, ​ you can consider placing clear, large signage on both sides of the walkway as passengers disembark.
* Provide more readily available information upon flight arrival​ / departure.
* Consider adjusting the volume of the announcement speaker with loud and clear information in English, Chinese, and Malay.

Clear directional signs and information would make a big difference for first-time visitors like myself and would save a lot of time​ especially when you have so many incoming/outgoing flights day to day.....

The signage for the bus transfer was unclear, and it took approximately 4-5 minutes to find the waiting point to queue for the feeder bus to the arrival hall.

Upon arriving at the arrival hall, it was another 2-minute walk to reach immigration. The area was extremely crowded, with queues of 2-3 lines in a row, resulting in an hour-long wait to clear immigration.

The process was very disorganized and messy, with no one managing the human traffic, possibly due to a shortage of manpower.
Although the officers were friendly and efficient in clearing the queue, it would be beneficial to have crowd control/security to guide and manage the flow of passengers.

Locating the correct baggage belt after clearing immigration was another challenge. The area was crowded, and there were only three to four luggage belts, requiring passengers to walk near the belt to check the monitor screen.
This was frustrating, especially with different groups of people surrounding the area, some looking for directions, some waiting for friends, and others searching for the right belt.
We eventually found our luggage placed not far away from the luggage belt area near the exit, with a sign displaying the SQ Airlines logo on the floor. Many unclaimed bags from our flight were present, as most passengers were still stuck in immigration.

The entire process, from disembarking the plane to retrieving our luggage outside the baggage claim area, was challenging.

I thought we were only required to transit to the arrival hall as a one-time occurrence. However, on our return flight, we were once again required to take a short bus to the departure hall.
Furthermore, there were no water dispensers available after passing through the inspection gate, which was inconvenient.

As a tourist, the airport gives the first impression for passengers, and its organization is crucial.

I hope this feedback will be taken into consideration for future improvements",Negative
"There's no Wi-Fi in the airport. You'll have to pay a lot for a drink in a restaurant to use the restaurant's Wi-Fi. This is very inconvenient when your layover lasts for hours.
The few electrical outlets available aren't international...
Be careful in the restrooms too. The water coming out of the taps has more pressure than a fire hose.",Negative
Security guard named Ahmad should be fired immediately for acting immature and just straight up yelling at everybody without knowing his manners. The rest of the airport is good though,Negative
"Beware of Batik Airlines, who flys out of this airport. They are an absolute scam, and conduct predatory behavior at the gate. I was shaken down for nearly 600 dollars worth of fees. On a multi leg trip, I had 0 issues; then Batik found every single excuse they could to squeeze money from me, at the gate, at the checkin, and during the flight.

I honestly don't know how these people sleep at night with such predatory behavior, and I'm surprised a respectable airport like KUL allows them to run thier racket out of this airport. What a disgrace.",Negative
"I’ve traveled through KLIA countless times, and it has always impressed me with its cleanliness, smooth check-in process, and efficient security checks. The architecture, inspired by Malaysian, Islamic, and natural elements, remains a stunning highlight. But what truly made KLIA special was its balance of international and uniquely local offerings- something that now seems to be fading.

With the recent KLIA1 renovation, I have to give credit where it’s due—the new bathrooms are a huge improvement! Well-designed, clean, and dry. But the retail and dining experience has taken a disappointing turn. Many local options have disappeared, replaced by foreign goods. And once again, alcohol and tobacco seem to dominate the retail space—why so much of it? I was shocked to find just one shelf of Malaysian food products in the entire terminal 1. Malaysia is a food paradise—why isn’t KLIA celebrating this? Instead, the vibrancy of local flavors is being replaced by the bland sameness of foreign café chains, croissants, and cakes. More AUTHENTIC local options would be a delight!- especially for those leaving home and craving one last nasi lemak or kuey teow or teh tarik or curried roti?

Once, travelers could enjoy authentic Malaysian dishes like kaya toast, prawn noodles, and teh tarik. Now, the F&B scene is overrun by global chains like Starbucks and Gloria Jean’s. Surely, KLIA can do better by making space for homegrown eateries that showcase Malaysia’s rich culinary diversity?- take a page out of Jakarta or Singapore airport.

To add to the frustration, the monorail is still out of service (I’ve lost count how long I’ve waited), forcing travelers to rely on slow and inefficient shuttle buses. And when I asked an ‘Ask Me For Help’ staff member for food recommendations, she barely looked up from her phone. Customer service should be better than this!

KLIA, let’s do better! Support local businesses and bring back the authentic Malaysian experience to travellers.

P.S. if you’re ever at the Satellite building of KLIA terminal 1, I highly recommend checking out the Jungle Boardwalk 😄 I always look forward to visiting it if my Gate is located there. 🌴🌳🌴",Negative
"""I don't speak Chinese""
That's what staff first come out
But how come I know English",Negative
"Narrow, crowded and dimly lit departure hall. Due to inadequate seats, passengers either stand or sat on the floor. The hall is also lined with eatery shops, exacerbating the overcrowding as passengers queue up to order food. It’s a pity that so little thought is given to the design and flow of the airport even though malaysia is rich in resources and land space. The only saving grace is the kind and hardworking staff.",Negative
"A large, modern, yet manageable airport.
Unfortunately, I have to give it only 3 stars because immigration and passport control took a very long time. After a 10-hour flight, queuing for another two hours at passport control is very, very tiring.
I should also mention that we had already queued for the aromatized immigration, and after about 20-30 minutes of waiting, we had to go to the other counter...
There were about 5 officers working for a few hundred people (processing time per passenger between 3 and 10 minutes).
I'm not used to this in Asian metropolises, and I wish the airport administration could come up with something here.",Negative
"Clean and modern, but very poor signage and chaotic processes.  Security at boarding is a nightmare. Needs to do better given other airports in SEA do much better",Negative
"The airport is huge. From Airline 1, you need to take a shuttle bus to Airline 2, but the bus goes incredibly fast and there are no handrails, so be careful.

We were stuck in the line with the human linemen when we went through customs, so we had to wait in the line again when we returned home. Unfortunately, the human linemen were incredibly slow and inattentive, so the wait was incredibly long. So, we had to go through the machine at customs.

It was also very crowded when we went inside to eat. I thought fast food would be faster, but the line at Burger King, ordering and picking up, can take an hour. It's not even fast food!? In the end, we didn't have time to eat and had to take it to go. There wasn't a single store in the airport that we could explore.

The inspection process here is also very unique. You can bring water through the first checkpoint, but you have to go through the X-ray machine again before boarding the plane. You can't bring water this time. You're directly on the plane. There's no place to fill up your water or use the vending machines. My throat was really sore before the in-flight meal arrived.

If you want to enjoy a leisurely stroll and eat, it's recommended to arrive 3-5 hours early. We arrived 3 hours early and were still in such a mess.",Negative
"I’ve travelled through many airports, and unfortunately, this one stood out for all the wrong reasons. The staff were generally rude and condescending, which made the experience unnecessarily stressful.",Negative
"KLIA Main Terminal is definitely looking tired now. Arrivals process is laborious, through a dark Immigration area (with a long queue almost always) into a dingy baggage claim area. Then prepare to run the gauntlet of taxi hawkers. Toilets are filthy. Car rental area is in an even dirtier forgotten part of a car park, well away from the terminal. Horrendous and frightening journey for single females to negotiate to. At least LCCT has Car rental booths actually in the terminal at arrivals.

Update January 2023 and nothing has improved about KLIA 1.
The car rental office area is nothing short of a discusting, hot & humid, car fume filled enclosed area. Staffed by people who need to be motivated away from their phones to serve you.
That just completes the whole slow, painful experience of a dark and miserable KLIA and a sorry welcome to Malaysia.
A national disgrace that needs to be addressed from the miserable gate staff, immigration & customs officials, to the customer facing staff throughout.
Unfortunately people like myself have no choice but to suffer KLIA regularly.",Negative
SYSTEM DOWN .. COLLAPES ALREADY ..,Negative
Poor immigration and security check services. The officers don't want to work and don't bother about delays.,Negative
SYSTEM DOWN .. COLLAPES ALREADY ..,Negative
Joke priority lane,Negative
"Absolutely unacceptable experience at Kuala Lumpur International Airport. More than 4 hours waiting at immigration — no water, no access to toilets, no place to sit. Hundreds of tired travelers standing in line for hours. As a country that wants to attract tourism, this is shameful. Instead of enjoying Malaysia, we were stuck in an endless queue. Truly inhumane and disappointing.",Negative
"Transit from terminal 1 to terminal 2 is very confusing
Also cashless policy brings a lot of inconvenience",Negative
"Immigration is slow, the AC isn't cold, the room is smelly while waiting in line.",Negative
No enough seats or toilets,Negative
Terrible experience with staff at the xiamem airlines check in not understanding visa free policy even with business class and staff having no idea about where any shops are and being totally not understanding of people with asperges.,Negative
"Be careful, not a modern airport, does not have normal security checks.
They scan bags at the entrance, then you happily buy overpriced liquids,
Then again a bag scan at the gate.
So you can throw away your overpriced liquids.",Negative
The transfer from Malaysia Airlines to ANA is in a different terminal and requires a bus. The sign was so big that it took me a while to notice.,Negative
"Spacious airport with lots of shops but it is unacceptable and dangerous not to have the possibility of buying a bottle of water after going through security or access to a drinking fountain or toilet while waiting for the plane. You have to leave the platform to drink/go to the toilet, go through security again before returning. In addition, Etihad only provides a few mini glasses of water during its 7-hour flight, and there is no possibility of buying a bottle on the plane either. We were on a flight without air conditioning and without a bottle of water with the plane on the ground for 2 hours due to a technical problem followed by 7 hours of flight with only a few glasses of water to keep going. In other airports I was always able to buy a bottle after going through security.",Negative
"Overall is just average. Two stars are off due to these 2 things. First one, transferring to satellite terminal which makes passenger so tired. Second one is for arrival, MDAC is kind of confusing. Perhaps, improvement to make things easier is better.",Negative
"Absolutely useless passport control and rude custom officers who come to work late. First you wait 2 hours in the queue to find out you have had to complete a MDAC form and be turned back to the end of the queue and wait for another 2 hours.
30 people in front of me were turned back but the customs staff still didn't guess to make an announcement for the whole queue and just waited in the end of it to turn everyone back one by one. USELESS",Negative
"Few seats/ places to sit/charge devices / activities for those transitioning to intl flights. Zero vegan food (only vegetarian options and most of them are not suitable for vegans, and the staff doesn’t understand what vegan is). At least they had plant milk for coffee but it’s expensive. The staff at security checkpoints doesn’t help with anything (not even ensuring the luggage line runs smoothly). It’s clean (except for some toilets) and but that’s about it.",Negative
Train breakdown to satellite building terminal.  Those travelling overseas be sure to go as early as possible to avoid jam at immigration counter and queue for bus to satellite building. MAB had not done so despite promising to deliver be end January,Negative
"The gate is very small, there are only a few seats, this is the worst airport.",Negative
"Unwelcoming staff who don't explain anything, you are left to your own devices without any explanation.
Few information signs.
Formalities that can be done in advance, without anyone telling you.
The country is literally to flee.
I have never seen such badly behaved people.
No politeness or kindness.
They only say thank you when it's a question of money.",Negative
"Took so much time just to pass the immigration gate, took another much time just to leave the airport since you have to scan your bag again near the check out area.",Negative
"A 2 hour waiting time at arrivals to go through immigration, people on wheelchairs and young children had to wait in this long line.
A half an hour waiting time for the toilet at departures.",Negative
"Terminal 2 dont' need to take bus ( Scoot )
Terminal 1 has to take bus ( SIA )",Negative
"Busses are a major quality drop. Confusing signage when entering T1. Now not anywhere near as good as Dubai, Changi (but still better than Bangkok) Needs TLC and investment.",Negative
"Probably the worst airport I've ever visited...
We stood in line at immigration for over three hours, even though we'd filled out everything, so the E Gate should have been working.
Two LAZY officials were in charge of several hundred people, and they didn't even seem to care that we weren't wasting a single day there.
I've never experienced anything like this before, and I already want to fly home before I even enter the country.
One star is too much for this.",Negative
"Good airport, reasonably clean and well maintained but the design of having a full security check for each gate makes things very difficult when a gate change occurs at the last moment. Furthermore, the waiting area past the security check has no restrooms either. If a flight is delayed, there could be no access to food, water or restrooms for a long time. Will avoid this airport as much as possible in the future.",Negative
"An okay airport but the staff here at most stores is quite rude, unfriendly, and bothered by a customer. Especially at the chocolate shop.",Negative
"Great airport with plenty of stores, but what I didn’t like is that the security check is located just before the gate. This means if you’re unaware and buy food or drinks to enjoy while waiting to board, you won’t be allowed to bring them (liquids) through the checkpoint.",Negative
All the main restaurants and cafés are before the 2nd security check. This is ridiculously user unfriendly. Airport is huge but not pretty. Very well connected though with the KLIA Express train,Negative
"I’ve traveled through KLIA countless times, and it has always impressed me with its cleanliness, smooth check-in process, and efficient security checks. The architecture, inspired by Malaysian, Islamic, and natural elements, remains a stunning highlight. But what truly made KLIA special was its balance of international and uniquely local offerings- something that now seems to be fading.

With the recent KLIA1 renovation, I have to give credit where it’s due- the new bathrooms are a huge improvement! Well designed, good ventilation, clean and dry. But the retail and dining experience has taken a disappointing turn. Many local options have disappeared, replaced by foreign goods. And once again, alcohol and tobacco seem to dominate the retail space—why so much of it? I was shocked to find just one shelf of Malaysian food products in the entire terminal 1. Malaysia is a food paradise—why isn’t KLIA celebrating this? Instead, the vibrancy of local flavors is being replaced by the bland sameness of foreign coffe chains, croissants, and cakes. More AUTHENTIC local options would be a delight!- especially for those leaving home and craving one last nasi lemak or kuey teow or teh tarik or curried roti?

Once, travelers could enjoy authentic Malaysian dishes like kaya toast, prawn noodles, and teh tarik. Now, the F&B scene is overrun by global chains like Starbucks and Gloria Jean’s. Surely, KLIA can do better by making space for homegrown eateries that showcase Malaysia’s rich culinary diversity?- take a page out of Jakarta or Singapore airport.

To add to the frustration, the monorail is still out of service (I’ve lost count how long I’ve waited), forcing travelers to rely on slow and inefficient shuttle buses. And when I asked an ‘Ask Me For Help’ staff member for food recommendations, she barely looked up from her phone as she was too busy texting her friend to care. Customer service should be better than this!

KLIA, let’s do better! Support local businesses and bring back the authentic Malaysian experience to travellers.

P.S. if you’re ever at the Satellite building of KLIA terminal 1 (after the shuttle service), I highly recommend visiting the Jungle Boardwalk - a small beautiful green forest in the middle of the building 😄 I always look forward to visiting it if my Gate is located there. 🌴🌳🌴",Negative
"No vegetarian options in most places and no where served non-dairy milk options. This seems quite outdated to me considering how many people don’t eat meat or drink dairy. I am lactose intolerant.

You go through security once and think you’re good to go, so we bought food and water for the flight, as we were next to our gate. We then proceeded to enter our gate to be told we weren’t allowed water or food through. This was quite annoying considering we had just spent money on them and had already gone through the main security. We then entered the gate and realised there was no water given and no toilets. We had over an hour wait for a flight. I don’t understand the point of this?",Negative
They make you check in at one terminal only to have you board the plane at another. They make you throw away your bottle of water at the boarding gate and make you wait for over an hour before boarding the plane without access to water or toilets. A very uncomfortable situation.,Negative
Very inconvenient for senior citizens and children. Have to walk a long up and down zigzag corridor to reach immigration check point. There is undue delay at the,Negative
Security check at the very end. The final waiting room doesn't even have access to a toilet. I don't understand why they don't have the security check earlier like most other airports. You either have to wait bc you cannot open the sealed plastic bag with water or you have to throw it away after you opened it.,Negative
"There are many things to improve at this airport.

There are twice as many security checks, passport checks, and boarding passes as at a Western airport. Just to give an example, the security process (where they check your water and all that) is right in front of the boarding gate.

This means that once you've passed through security, you can't buy anything, including the toilet, water, etc.

Aside from the inconvenience for travelers, it means underutilization of the machines for the airport, because they're only used when there's a flight at that gate, and fewer sales opportunities, because you're confined to that room for at least an hour and a half before the flight departs, waiting to actually board.

They have a lot to learn from their neighbors in Singapore, a little further south.",Negative
"This airport made me never want to come back to Malaysia. Who designed this place?!

First, the walk from the plane to immigration and baggage claim was unbelievably long. I’ve traveled through many large airports, but I’ve never had to walk this much just to reach my luggage. I could overlook that… but what came next was even worse.

After collecting our bags and passing immigration, we were forced to walk through (GET THIS!) A MALL to get to the exit. Yes, a literal mall where every airport in the world you'd be checking your transportation to finally leave. After a long flight, the last thing anyone wants is to be dragged through a maze of stores just to leave the airport. It felt like a cash grab, not a travel hub.

We finally made it out and were relieved to see Grab was available (we’re used to it from Thailand). But when we booked a ride, the wait time was 35 minutes! There was a huge, overcrowded Grab waiting area with screens showing incoming car plates, clearly, demand was way beyond what the airport could handle.

Tired and frustrated, we gave up on Grab, hoping to catch a bus instead. But we weren’t allowed to buy tickets until exactly 12 AM, which was also the listed departure time of the bus, ""because it's too late now to buy tickets"" (15 minutes ahead). We were told the bus would leave even after 12. The whole thing felt disorganized and unclear and the wait time seemed same as the Grab and the destination station is not even close to the hotel.

In the end, we paid almost triple the Grab fare to take a regular taxi, just to get the hell out of there.

Oh and did I mention that the airport wifi is not available once you finish immigration? I had such a hard time to book the Grab and check information and chat with my airbnb host because there was no wifi after immigration, because there's a freakin' mall between the airport and the exits!!!

This airport is a logistical mess and a terrible first impression of Malaysia. I've never thought an airport would affect my will to visit a country but here we are.",Negative
"I'm giving it 1 star for the following reasons:
T1-> the security check only takes place immediately before boarding. This means that if you buy drinks before then (which you take with you on long-haul flights), you have to return them! Which is completely pointless! Furthermore, there's nothing to eat after baggage drop-off and passport control (which you want to get through as quickly as possible). Furthermore, there are no restrooms after the security check, so you'll wait about an hour for boarding plus a good 45 minutes until you're in the air to use a restroom... I've never seen anything like it, and I've been to many countries/continents.",Negative
This is one of the most confusing airports as it has many platforms and different gates & the distance between those gates are actually a bit long as you go by walking so that's why you must make sure to be on time at this airport otherwise you might miss your flight,Negative
"Low efficiency. There is insufficient counter to deal with so many  travellers. And the planning is the quite weird that I hv to go through customs to check my belongings twice.
I was told at customs counter that I have to do self- order service to check out so I have to queue up again.becoz of these tedious process, I almost late for boarding",Negative
"EU passport holder. Arrived 2:10 hours prior to flight and got hit with a massive queue for check-in that took 1 hour to pass. After barely passing at immigration their Passport gate didn’t work for me even though I am EU passport. Staff told me
It’s not their fault their system didn’t work and as I was going to miss my flight I rushed to the priority lane where I was not allowed to pass. Finally I found someone who gave me a number to call, where I had to pay 108 ringit as punishment for arriving 2:10 hours in advance for flight and to be able to catch my flight.",Negative
"It's small, with not much to do. But it's well signposted.",Negative
"This airport made me never want to come back to Malaysia. Who designed this place?!

First, the walk from the plane to immigration and baggage claim was unbelievably long. I’ve traveled through many large airports, but I’ve never had to walk this much just to reach my luggage. I could overlook that… but what came next was even worse.

After collecting our bags and passing immigration, we were forced to walk through (GET THIS!) A MALL to get to the exit. Yes, a literal mall where every airport in the world you'd be checking your transportation to finally leave. After a long flight, the last thing anyone wants is to be dragged through a maze of stores just to leave the airport. It felt like a cash grab, not a travel hub.

We finally made it out and were relieved to see Grab was available (we’re used to it from Thailand). But when we booked a ride, the wait time was 35 minutes! There was a huge, overcrowded Grab waiting area with screens showing incoming car plates, clearly, demand was way beyond what the airport could handle.

Tired and frustrated, we gave up on Grab, hoping to catch a bus instead. But we weren’t allowed to buy tickets until exactly 12 AM, which was also the listed departure time of the bus, ""because it's too late now to buy tickets"" (15 minutes ahead). We were told the bus would leave even after 12. The whole thing felt disorganized and unclear and the wait time seemed same as the Grab and the destination station is not even close to the hotel.

In the end, we paid almost triple the Grab fare to take a regular taxi, just to get the hell out of there.

And also, the airport wifi is not available once you finish immigration! I had such a hard time to book the Grab taxi and check information and chat with my airbnb host because there was no wifi after immigration, in any airport that's when wifi is needed!! But here there's a freakin' mall between the airport and the exits!!!

I've never had this much hastle and wasted time to manage to exit an airport.

This airport is a logistical mess and a terrible first impression of Malaysia. I've never thought an airport would affect my will to visit a country but here we are.",Negative
